Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual,Pax_weekday,Pax_norm_weekday,Pax_sch_hol_weekday,Pax_Saturday,Pax_Sunday,Pax_pre_AM_peak,Pax_AM_peak,Pax_interpeak,Pax_PM_peak,Pax_PM_late
FY18-19,19827,Stony Point,-38.37423454,145.2218375,5400,50,50,50,50,50,50,50,50,50,50
FY18-19,19828,Crib Point,-38.36612338,145.2040433,17900,50,50,50,150,100,50,50,50,50,50
FY18-19,19829,Morradoo,-38.35403334,145.1896025,5650,50,50,50,50,50,50,50,50,50,50
FY18-19,19830,Bittern,-38.33739032,145.1780265,14800,50,50,50,50,50,50,50,50,50,50
FY18-19,19831,Hastings,-38.30565853,145.1859799,21900,50,50,50,50,50,50,50,50,50,50
FY18-19,19832,Tyabb,-38.259815,145.1864007,5600,50,50,50,50,50,50,50,50,50,50
FY18-19,19833,Somerville,-38.22534196,145.1762449,13150,50,50,50,50,50,50,50,50,50,50
FY18-19,19834,Baxter,-38.19404306,145.1605261,3400,50,50,50,50,50,50,50,50,50,50
FY18-19,19835,Glen Iris,-37.85930842,145.0582249,330100,1150,1250,900,450,300,50,600,200,350,50
FY18-19,19836,Leawarra,-38.152034,145.139534,10250,50,50,50,50,50,50,50,50,50,50
FY18-19,19837,Darling,-37.86895684,145.0629508,361300,1200,1250,1150,550,550,50,750,200,150,50
FY18-19,19838,East Malvern,-37.87693002,145.069393,481150,1700,1600,2050,600,400,100,1050,250,150,50
FY18-19,19839,Holmesglen,-37.87440222,145.090662,531300,1800,1800,1700,850,600,100,750,450,400,100
FY18-19,19840,Jordanville,-37.87360339,145.1120902,498850,1700,1750,1650,700,550,150,1000,300,200,50
FY18-19,19844,Belgrave,-37.9091021,145.3552913,389750,1250,1250,1200,800,600,250,450,250,300,50
FY18-19,19845,Tecoma,-37.90811849,145.3429946,75650,250,250,250,100,100,50,150,50,50,50
FY18-19,19846,Upwey,-37.90369097,145.3313334,157050,550,550,450,250,150,50,300,100,100,50
FY18-19,19847,Alamein,-37.86832039,145.0796557,145700,500,500,450,200,150,50,350,100,50,50
FY18-19,19848,Ashburton,-37.86196753,145.0813438,299050,1050,1100,900,400,300,100,700,150,100,50
FY18-19,19849,Burwood,-37.85156328,145.0805111,357550,1300,1350,1100,400,300,100,850,200,200,50
FY18-19,19850,Hartwell,-37.84398457,145.0755596,214350,750,800,650,250,150,50,500,100,150,50
FY18-19,19851,Willison,-37.83571565,145.0702976,102600,350,400,300,100,100,50,250,50,50,50
FY18-19,19852,Riversdale,-37.83150543,145.069646,214700,800,900,500,150,100,50,450,100,250,50
FY18-19,19853,Camberwell,-37.82656714,145.0586972,1969600,6250,6450,5550,3800,3550,200,2050,1200,2550,400
FY18-19,19855,Frankston,-38.14299007,145.1261623,1296500,4000,4150,3600,2900,2250,750,1300,1050,900,150
FY18-19,19856,Kananook,-38.12174203,145.1352953,295900,1000,1050,800,450,300,250,450,200,150,50
FY18-19,19857,Seaford,-38.10402104,145.1282304,374150,1250,1300,1000,650,450,400,550,200,150,50
FY18-19,19858,Carrum,-38.07489292,145.1224183,430400,1400,1450,1100,900,650,250,700,300,200,50
FY18-19,19859,Bonbeach,-38.06294478,145.1196804,205250,700,700,550,350,250,100,400,150,50,50
FY18-19,19860,Chelsea,-38.05195538,145.1160413,488600,1600,1650,1300,950,700,250,800,350,200,50
FY18-19,19861,Edithvale,-38.03805602,145.1085355,303950,1000,1050,850,550,400,150,550,200,100,50
FY18-19,19862,Aspendale,-38.02722019,145.1021496,237900,800,850,600,400,300,100,450,150,100,50
FY18-19,19863,Mordialloc,-38.00658295,145.0876594,755550,2450,2550,1950,1550,1100,300,1150,500,550,100
FY18-19,19864,Parkdale,-37.99307882,145.0763268,429250,1450,1550,1050,800,550,150,750,300,300,50
FY18-19,19865,Mentone,-37.9818654,145.0651659,892150,3050,3300,2050,1400,1000,250,1300,600,1000,100
FY18-19,19866,Cheltenham,-37.96664989,145.0545579,823400,2800,2950,2050,1350,1000,300,1500,500,600,100
FY18-19,19867,Upper Ferntree Gully,-37.8926717,145.3075302,264650,900,900,800,450,350,200,450,150,100,50
FY18-19,19868,Ferntree Gully,-37.88169799,145.2952513,491150,1700,1750,1550,650,450,350,1000,250,150,50
FY18-19,19869,Boronia,-37.8604518,145.2843851,677500,2300,2400,2000,1050,700,400,1250,450,250,50
FY18-19,19870,Bayswater,-37.84173004,145.2681364,538050,1850,1900,1650,800,550,300,950,300,300,50
FY18-19,19871,Heathmont,-37.82832227,145.2445554,273900,950,1000,800,350,250,100,600,150,150,50
FY18-19,19872,Highett,-37.948425,145.0418718,508400,1650,1750,1200,1000,750,150,850,350,300,100
FY18-19,19873,Glen Waverley,-37.87950407,145.1620575,1693350,5650,5700,5500,2800,2150,550,2800,1150,950,250
FY18-19,19874,Syndal,-37.87622963,145.1497805,898900,3150,3200,3050,1150,850,550,1700,450,450,100
FY18-19,19875,Mount Waverley,-37.87525526,145.1280557,820100,2800,2900,2550,1200,900,250,1450,500,550,50
FY18-19,19876,Lilydale,-37.75551777,145.3477102,701900,2300,2400,2050,1300,950,400,1000,500,400,50
FY18-19,19877,Mooroolbark,-37.78474883,145.3124024,722150,2500,2600,2100,1100,750,500,1350,400,250,50
FY18-19,19878,Croydon,-37.79543697,145.2805978,916300,3150,3250,2750,1400,900,600,1600,600,450,50
FY18-19,19879,Ringwood East,-37.81196804,145.2501909,460250,1650,1700,1350,500,350,250,1000,250,200,50
FY18-19,19880,Pakenham,-38.08061397,145.4863791,489250,1600,1750,1200,850,600,400,600,350,250,50
FY18-19,19881,Officer,-38.06614572,145.4109872,122900,450,500,250,100,50,100,250,50,100,50
FY18-19,19882,Beaconsfield,-38.05083135,145.3660737,273350,1000,1100,600,200,150,300,500,100,200,50
FY18-19,19883,Berwick,-38.04040829,145.3457261,864800,3150,3400,2100,900,600,800,1350,600,600,100
FY18-19,19884,Narre Warren,-38.02780932,145.3039694,658700,2300,2450,1750,900,600,500,1100,450,300,100
FY18-19,19885,Hallam,-38.01774038,145.2697768,522450,1850,2000,1350,600,400,450,850,350,300,50
FY18-19,19886,Cranbourne,-38.09953731,145.280599,817750,2800,3000,2100,1150,800,800,1300,550,250,50
FY18-19,19887,Merinda Park,-38.07900048,145.2635114,306950,1100,1200,750,300,250,250,650,150,50,50
FY18-19,19888,Dandenong,-37.98996792,145.2097254,2165200,7200,7350,6500,3800,2750,550,1950,1850,2500,450
FY18-19,19889,Yarraman,-37.97825454,145.1916003,302050,1050,1100,900,450,300,150,500,250,150,50
FY18-19,19890,Noble Park,-37.96723193,145.1769357,929900,3150,3300,2450,1500,1100,400,1300,800,700,150
FY18-19,19891,Sandown Park,-37.95650457,145.1628259,537400,1900,2000,1500,600,450,250,1250,350,150,50
FY18-19,19892,East Camberwell,-37.82589419,145.0681902,260350,950,1050,550,300,200,50,400,200,400,50
FY18-19,19893,Canterbury,-37.82448518,145.0812242,374650,1300,1350,1050,550,400,100,650,250,350,50
FY18-19,19894,Chatham,-37.82429952,145.0886479,246350,850,900,700,350,250,50,500,150,150,50
FY18-19,19895,Surrey Hills,-37.82414805,145.0987747,725200,2500,2600,2150,1050,750,250,1550,350,400,50
FY18-19,19896,Mont Albert,-37.81942655,145.1055304,260850,900,900,750,450,300,50,550,200,100,50
FY18-19,19897,Laburnum,-37.82078023,145.1407027,414700,1400,1500,1050,600,450,100,750,250,350,50
FY18-19,19898,Blackburn,-37.82007075,145.1500135,1484400,5050,5250,4350,2200,1700,400,2700,950,1000,150
FY18-19,19899,Nunawading,-37.82060317,145.1748917,1148000,3900,4000,3400,1750,1450,350,2050,750,700,150
FY18-19,19900,Mitcham,-37.81800987,145.1919735,1241550,4300,4450,3700,1700,1250,550,2400,650,700,100
FY18-19,19901,Heatherdale,-37.81889537,145.2127872,605900,2150,2250,1850,650,500,350,1350,300,250,50
FY18-19,19902,Ringwood,-37.81588648,145.2289685,1871350,5800,5900,5300,4200,3400,450,2000,1400,1600,400
FY18-19,19903,Auburn,-37.82239831,145.0458437,744050,2500,2600,2100,1250,900,100,1200,550,650,100
FY18-19,19904,Glenferrie,-37.82146682,145.0364388,2729100,9800,10450,7350,2950,2200,200,1750,2600,4850,1000
FY18-19,19905,Hawthorn,-37.82182601,145.0228987,709100,2500,2600,2050,950,700,100,1050,450,900,100
FY18-19,19906,Burnley,-37.82756022,145.0075551,865300,2650,2700,2550,2100,1400,100,1100,450,900,150
FY18-19,19907,East Richmond,-37.82639995,144.9970657,666900,2500,2600,2200,500,300,50,400,300,1650,200
FY18-19,19909,Heyington,-37.83467244,145.0226353,218650,800,900,350,200,150,50,250,150,500,50
FY18-19,19910,Kooyong,-37.83992894,145.0335516,344750,1250,1250,1150,400,300,50,400,300,450,50
FY18-19,19911,Tooronga,-37.84936553,145.0417337,580300,2050,2100,1850,650,500,100,850,350,750,100
FY18-19,19912,Gardiner,-37.85327908,145.0516547,491000,1650,1650,1550,800,600,100,900,300,350,50
FY18-19,19913,Springvale,-37.94950878,145.1534518,1509450,4800,5000,4000,3150,2450,400,1600,1400,1250,300
FY18-19,19914,Westall,-37.93849121,145.1388326,894250,2800,2900,2400,1750,1700,300,1200,650,650,100
FY18-19,19915,Clayton,-37.92468255,145.1205344,1612700,5250,5650,3750,3100,2400,350,1700,1550,1550,450
FY18-19,19916,Huntingdale,-37.91101734,145.1023643,1592900,5800,6350,3550,1500,1050,350,1800,1350,2400,450
FY18-19,19917,Oakleigh,-37.90037214,145.0883079,1733100,5750,6200,4050,3100,2250,400,2100,1400,1850,400
FY18-19,19919,Murrumbeena,-37.89019832,145.0673749,779450,2650,2900,1850,1200,850,250,1600,600,350,100
FY18-19,19920,Carnegie,-37.88624148,145.0585751,991250,3300,3550,2200,1800,1350,200,1700,850,550,300
FY18-19,19921,Werribee,-37.89937805,144.661118,1211200,4150,4250,3800,1750,1200,800,2000,850,550,100
FY18-19,19922,Hoppers Crossing,-37.88327618,144.7009549,1246950,4400,4550,3750,1600,1100,750,2150,850,700,100
FY18-19,19923,Laverton,-37.86369404,144.7726167,1196550,4200,4300,3800,1550,1100,550,2400,800,500,100
FY18-19,19924,Aircraft,-37.86660595,144.7608094,303150,1050,1050,950,450,350,200,500,150,150,50
FY18-19,19925,Westona,-37.86516348,144.8134936,240150,850,900,550,350,250,100,400,150,200,50
FY18-19,19926,Altona,-37.8671476,144.8296447,302850,950,1000,850,600,450,100,450,200,150,50
FY18-19,19927,Seaholme,-37.86784231,144.8409577,106850,350,350,250,200,150,50,200,50,50,50
FY18-19,19928,Westgarth,-37.7806207,144.9992332,298000,1000,1000,850,550,400,50,550,200,150,50
FY18-19,19929,Dennis,-37.77918729,145.0082416,389350,1350,1400,1150,550,400,100,900,200,150,50
FY18-19,19930,Fairfield,-37.77917126,145.0169053,616150,2050,2150,1800,1050,750,150,1150,400,350,100
FY18-19,19931,Alphington,-37.77839363,145.0312549,296900,1050,1100,800,400,300,50,600,200,200,50
FY18-19,19932,Darebin,-37.77496341,145.038476,150400,550,550,400,200,150,50,300,100,100,50
FY18-19,19933,Ivanhoe,-37.76889674,145.0454252,781000,2700,2850,2200,1150,750,250,1450,450,600,100
FY18-19,19934,Eaglemont,-37.76358553,145.0539427,164500,550,600,500,250,150,50,350,100,50,50
FY18-19,19935,Heidelberg,-37.75707293,145.0606855,791600,2750,2900,2200,1050,800,200,900,600,1100,150
FY18-19,19936,Rosanna,-37.7428786,145.0661403,627150,2150,2250,1850,900,650,300,1300,350,200,50
FY18-19,19937,Moorabbin,-37.93435329,145.0367383,717700,2350,2400,2100,1350,950,150,850,550,700,150
FY18-19,19938,Patterson,-37.92514919,145.03547,354250,1200,1350,750,550,400,100,700,250,250,50
FY18-19,19939,Bentleigh,-37.91742457,145.0369951,727900,2350,2500,1700,1500,1200,200,1100,650,450,150
FY18-19,19940,Mckinnon,-37.91030903,145.038299,450450,1500,1600,1000,800,600,100,850,350,250,50
FY18-19,19941,Ormond,-37.90321167,145.0396134,766350,2500,2750,1700,1400,1100,200,1250,600,550,100
FY18-19,19942,Glenhuntly,-37.88971946,145.0422229,960500,3100,3350,2200,1900,1450,200,1600,800,600,150
FY18-19,19943,Caulfield,-37.87745946,145.0425248,4175050,12800,13500,10050,10200,7650,350,2850,3350,4950,2000
FY18-19,19944,Malvern,-37.8662533,145.0292939,832800,2750,3000,1750,1500,1200,100,1150,600,900,200
FY18-19,19945,Armadale,-37.85645238,145.0193255,582450,1950,2150,1200,1050,750,100,900,450,600,100
FY18-19,19946,Toorak,-37.85077381,145.0139086,514950,1750,1950,950,900,600,50,850,400,500,100
FY18-19,19947,Hawksburn,-37.84459087,145.0021421,507600,1650,1800,1050,1050,750,100,850,400,350,100
FY18-19,19948,Sandringham,-37.95033018,145.0045614,875550,2900,2800,3350,1500,1150,250,1500,500,400,100
FY18-19,19949,Hampton,-37.93797681,145.0014706,577200,1950,1950,2000,950,700,150,1050,350,300,100
FY18-19,19950,Brighton Beach,-37.92648432,144.9891536,447600,1400,1300,1700,900,850,100,600,250,300,50
FY18-19,19951,Middle Brighton,-37.91513441,144.9962991,682450,2200,2200,2250,1300,1100,100,900,500,550,150
FY18-19,19952,North Brighton,-37.90488721,145.002605,665650,2250,2250,2250,1100,750,150,1150,450,450,100
FY18-19,19953,Gardenvale,-37.89669508,145.0041684,518050,1800,1750,1800,800,550,100,900,350,400,50
FY18-19,19954,Elsternwick,-37.88475311,145.0008979,971200,3300,3250,3350,1600,1200,200,1650,650,600,200
FY18-19,19955,Ripponlea,-37.87590643,144.9952366,656550,2250,2300,2050,950,700,150,1250,450,400,100
FY18-19,19956,Balaclava,-37.86948773,144.9935121,1114550,3800,3850,3650,1700,1350,200,1850,750,800,200
FY18-19,19957,Windsor,-37.85605308,144.9920352,915800,3150,3300,2700,1350,950,150,1350,550,1000,250
FY18-19,19958,Prahran,-37.84951848,144.9898599,1156050,4000,4100,3600,1650,1200,100,1200,750,1750,300
FY18-19,19959,South Yarra,-37.83844935,144.9923422,4367150,14500,15450,10700,8050,5750,450,4400,3300,5950,1350
FY18-19,19960,Upfield,-37.66607779,144.9467399,366300,1200,1250,1000,650,500,150,450,300,300,50
FY18-19,19961,Gowrie,-37.700678,144.9588743,321300,1050,1050,950,650,500,150,500,250,150,50
FY18-19,19962,Fawkner,-37.71462129,144.960545,215100,700,700,650,400,350,100,300,150,100,50
FY18-19,19963,Merlynston,-37.72093389,144.9613135,392850,1300,1350,1150,700,550,150,750,250,150,50
FY18-19,19964,Batman,-37.73352285,144.9628406,334900,1100,1100,1000,650,500,100,550,200,200,50
FY18-19,19965,Coburg,-37.74234502,144.9633363,728500,2350,2400,2150,1450,1050,250,1100,600,400,100
FY18-19,19966,Moreland,-37.75448484,144.961823,380850,1250,1250,1150,750,550,100,600,250,250,50
FY18-19,19967,Anstey,-37.76124203,144.960684,468600,1500,1500,1400,1000,700,100,800,300,250,50
FY18-19,19968,Brunswick,-37.76772055,144.9595865,395250,1250,1250,1150,900,650,50,500,300,350,100
FY18-19,19969,Jewell,-37.77498702,144.9587169,422900,1350,1400,1200,850,700,50,450,350,450,100
FY18-19,19970,Royal Park,-37.78119293,144.9523013,357050,1100,1050,1200,800,650,50,200,300,450,50
FY18-19,19971,Flemington Bridge,-37.78813995,144.9393233,286650,900,950,850,650,450,50,350,250,250,50
FY18-19,19972,Macaulay,-37.79426673,144.9361663,289550,950,1000,850,500,350,50,150,250,500,50
FY18-19,19974,Clifton Hill,-37.78865745,144.9954167,990100,2850,2950,2650,2900,2050,150,1250,650,700,200
FY18-19,19975,Victoria Park,-37.79915782,144.9944514,757700,2500,2600,2250,1350,1000,100,750,450,1100,200
FY18-19,19976,Collingwood,-37.80452593,144.9937497,564450,1900,2000,1550,950,650,50,400,350,1050,150
FY18-19,19977,North Richmond,-37.81039836,144.9925003,929650,3050,3100,2750,1700,1350,100,600,650,1500,250
FY18-19,19978,West Richmond,-37.81494896,144.9914228,510950,1700,1750,1500,850,600,50,400,400,750,150
FY18-19,19983,Macleod,-37.7260123,145.0691433,598600,2100,2200,1750,800,550,250,1150,350,350,50
FY18-19,19984,Watsonia,-37.71095798,145.0837934,715500,2450,2550,2150,1050,700,450,1450,300,250,50
FY18-19,19985,Greensborough,-37.70395408,145.1082474,728850,2450,2500,2200,1200,850,450,1250,400,350,50
FY18-19,19986,Montmorency,-37.71529624,145.1215157,322350,1100,1200,900,450,300,200,700,150,150,50
FY18-19,19987,Eltham,-37.71354967,145.147822,588850,2050,2150,1650,850,600,400,1050,300,350,50
FY18-19,19988,Diamond Creek,-37.67329744,145.1585062,177250,600,650,500,300,200,150,350,100,50,50
FY18-19,19989,Wattle Glen,-37.66396792,145.1816145,48050,150,200,150,50,50,50,100,50,50,50
FY18-19,19990,Hurstbridge,-37.63939817,145.1920169,123150,400,450,350,200,150,100,250,50,50,50
FY18-19,19991,Williamstown,-37.86775292,144.9053233,161900,500,550,500,300,250,50,200,100,150,50
FY18-19,19992,Williamstown Beach,-37.86398189,144.8944837,202950,700,700,600,300,250,50,300,150,150,50
FY18-19,19993,North Williamstown,-37.85733348,144.8890695,364600,1300,1350,1100,500,300,100,700,250,250,50
FY18-19,19994,Newport,-37.84271757,144.8835999,1334350,4400,4450,4050,2600,1700,400,2450,800,650,150
FY18-19,19995,Spotswood,-37.83063888,144.8859335,344850,1150,1150,1100,600,450,100,550,250,200,50
FY18-19,19996,Yarraville,-37.81585044,144.8899337,998400,3350,3400,3050,1750,1250,250,1850,650,500,200
FY18-19,19997,Seddon,-37.80900514,144.8956716,467700,1600,1650,1400,700,450,100,1000,300,200,50
FY18-19,15351,Sunbury,-37.57909097,144.7273188,803350,2600,2700,2400,1550,1050,700,1000,500,400,100
FY18-19,15353,Diggers Rest,-37.62701651,144.7199224,221250,800,850,700,200,150,150,550,100,50,50
FY18-19,20000,Watergardens,-37.70112872,144.7741805,1689500,5800,5950,5200,2500,1850,1050,3000,1150,600,150
FY18-19,20001,Keilor Plains,-37.72927934,144.7937381,808750,2750,2850,2450,1200,900,500,1550,500,200,50
FY18-19,20002,St Albans,-37.74486131,144.8000505,1191150,3950,4050,3450,2050,1650,400,1650,1200,650,150
FY18-19,20003,Ginifer,-37.75751083,144.8095734,831750,2750,2850,2500,1400,1100,300,1300,700,450,100
FY18-19,20004,Albion,-37.77765281,144.8247036,686100,2350,2450,2100,1000,700,300,1350,450,250,50
FY18-19,20005,Epping,-37.65238715,145.0301217,887650,3050,3200,2400,1350,950,450,1250,700,700,100
FY18-19,20006,Lalor,-37.66585075,145.0171932,605050,2100,2150,1800,900,650,450,1100,350,200,50
FY18-19,20007,Thomastown,-37.68033809,145.0142789,806600,2700,2750,2350,1400,1000,400,1250,650,400,100
FY18-19,20008,Keon Park,-37.69487012,145.0118838,396950,1300,1350,1100,700,500,150,500,300,350,50
FY18-19,20009,Ruthven,-37.70789754,145.0095166,409500,1350,1400,1200,700,500,200,800,250,150,50
FY18-19,20010,Reservoir,-37.71688492,145.0069958,959050,3200,3350,2800,1600,1150,350,1300,850,750,150
FY18-19,20011,Regent,-37.72840277,145.0027726,490050,1650,1700,1400,800,600,200,950,300,200,50
FY18-19,20012,Preston,-37.73867424,145.000522,862550,2750,2900,2300,1900,1250,200,1000,800,750,150
FY18-19,20013,Bell,-37.74556212,145.000155,530900,1700,1800,1500,1050,750,150,700,400,450,100
FY18-19,20014,Thornbury,-37.75505179,144.9985715,592300,1950,2000,1900,1100,750,150,1100,350,300,100
FY18-19,20015,Croxton,-37.764101,144.9970562,356400,1150,1200,1050,700,450,100,700,200,150,50
FY18-19,20016,Northcote,-37.76986537,144.9952772,400750,1350,1400,1100,750,500,100,600,250,350,100
FY18-19,20017,Merri,-37.77784668,144.9929725,196550,650,700,500,350,250,50,300,150,200,50
FY18-19,20019,Rushall,-37.78321711,144.9924071,158350,500,550,400,300,200,50,250,100,150,50
FY18-19,20021,Sunshine,-37.78853633,144.8328782,2157750,7000,7150,6250,4050,3300,600,2650,1800,1750,350
FY18-19,20022,Tottenham,-37.7992509,144.8629449,613100,2050,2100,1900,1000,700,200,1050,450,350,50
FY18-19,20023,West Footscray,-37.8018087,144.8853248,733050,2500,2550,2300,1150,750,250,1450,450,350,50
FY18-19,20024,Middle Footscray,-37.8025047,144.8914721,279700,950,950,850,500,350,50,500,200,150,50
FY18-19,20025,Footscray,-37.80108298,144.9031992,5332950,17700,18300,15300,9800,6550,750,5400,4750,6150,1250
FY18-19,20026,South Kensington,-37.79953087,144.925469,412850,1400,1450,1300,650,450,100,700,300,300,50
FY18-19,20027,Flemington Racecourse,-37.78720192,144.9075887,212350,250,300,50,2100,100,50,100,50,100,50
FY18-19,20030,Broadmeadows,-37.68304926,144.9196132,953350,3100,3150,2800,1800,1450,250,800,950,1000,200
FY18-19,20031,Jacana,-37.69513079,144.9158505,226800,700,750,650,450,400,100,350,200,100,50
FY18-19,20032,Glenroy,-37.70453633,144.9172204,1193200,3900,4000,3650,2150,1650,450,1850,900,600,150
FY18-19,20033,Oak Park,-37.71794973,144.9215188,555500,1850,1900,1700,950,700,200,1100,350,200,50
FY18-19,20034,Pascoe Vale,-37.73075596,144.9281956,657950,2200,2250,2050,1100,800,250,1300,400,250,50
FY18-19,20035,Strathmore,-37.74359132,144.9273157,389900,1350,1400,1150,550,400,150,800,200,200,50
FY18-19,20036,Glenbervie,-37.74720985,144.9209387,380800,1300,1350,1200,550,400,150,850,200,100,50
FY18-19,20037,Essendon,-37.7560117,144.9161975,1480050,5050,5200,4500,2300,1550,500,2700,850,950,150
FY18-19,20038,Moonee Ponds,-37.76570666,144.9191607,858700,2850,2900,2650,1600,1050,200,1300,600,650,150
FY18-19,20039,Ascot Vale,-37.77530609,144.9218207,594300,2000,2050,1850,950,700,150,1250,350,250,50
FY18-19,20040,Newmarket,-37.78732767,144.9289785,893850,3000,3100,2600,1550,1100,200,1550,650,550,150
FY18-19,20041,Kensington,-37.79378022,144.9305244,533050,1750,1800,1550,1000,750,100,900,400,350,100
FY18-19,20042,Box Hill,-37.81922165,145.1214289,3685500,12200,12600,10650,6350,5050,600,4000,3250,3950,800
FY18-19,40220,Roxburgh Park,-37.63823121,144.9354037,575000,1950,2000,1800,900,650,350,950,400,250,50
FY18-19,40221,Craigieburn,-37.6018169,144.9433203,1236250,4100,4200,3700,2150,1600,800,2100,800,400,100
FY18-19,44817,Coolaroo,-37.66100253,144.9260556,335750,1200,1200,1100,400,300,150,750,200,100,50
FY18-19,45793,Lynbrook,-38.05734118,145.2492751,390350,1400,1500,950,400,300,250,850,250,100,50
FY18-19,45794,Cardinia Road,-38.07129047,145.437791,381850,1350,1450,1000,450,300,400,700,250,100,50
FY18-19,45795,South Morang,-37.6491588,145.0670324,886550,3000,3050,2650,1500,1050,550,1400,550,450,150
FY18-19,46468,Williams Landing,-37.86986533,144.7474447,1756650,6300,6500,5650,1850,1300,1000,3900,1100,450,100
FY18-19,52095,Southland,-37.958758,145.049124,557650,1600,1600,1600,1550,1300,50,300,500,600,150
FY18-19,52159,Middle Gorge,-37.644062,145.09214,192700,700,750,450,250,150,150,350,100,150,50
FY18-19,19841,Flagstaff,-37.81198131,144.9556538,4854950,18500,19300,15400,2600,1850,100,750,2600,14050,1750
FY18-19,19842,Melbourne Central,-37.80993877,144.9625935,15250700,51500,53150,45000,23850,18950,300,1700,10400,30350,10450
FY18-19,19843,Parliament,-37.81105406,144.9729109,10124200,38000,39650,31600,7000,4850,150,1050,5300,28850,4200
FY18-19,19854,Flinders Street,-37.81830513,144.9669643,28320650,93050,94900,85900,52050,38750,1900,4850,16650,55250,16250
FY18-19,19908,Richmond,-37.82407446,144.9901643,4227000,11800,11850,11650,12700,8950,250,1700,1650,5000,3250
